,Survived,Pclass,COLUMNA,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,nueva
417,1,2,9,female,18.0,0,2,250652,13.0,8,S,hola
418,0,2,9,male,30.0,0,0,28228,13.0,8,S,hola
419,0,3,9,female,10.0,0,2,345773,24.15,8,S,hola
420,0,3,9,male,,0,0,349254,7.8958,8,C,hola
421,0,3,9,male,21.0,0,0,A/5. 13032,7.7333,8,Q,hola
422,0,3,9,male,29.0,0,0,315082,7.875,8,S,hola
423,0,3,9,female,28.0,1,1,347080,14.4,8,S,hola
424,0,3,9,male,18.0,1,1,370129,20.2125,8,S,hola
425,0,3,9,male,,0,0,A/4. 34244,7.25,8,S,hola
426,1,2,9,female,28.0,1,0,2003,26.0,8,S,hola
427,1,2,9,female,19.0,0,0,250655,26.0,8,S,hola
428,0,3,9,male,,0,0,364851,7.75,8,Q,hola
429,1,3,9,male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,hola
430,1,1,9,male,28.0,0,0,110564,26.55,C52,S,hola
431,1,3,9,female,,1,0,376564,16.1,8,S,hola
432,1,2,9,female,42.0,1,0,SC/AH 3085,26.0,8,S,hola
433,0,3,9,male,17.0,0,0,STON/O 2. 3101274,7.125,8,S,hola
434,0,1,9,male,50.0,1,0,13507,55.9,E44,S,hola
435,1,1,9,female,14.0,1,2,113760,120.0,B96 B98,S,hola
436,0,3,9,female,21.0,2,2,W./C. 6608,34.375,8,S,hola
437,1,2,9,female,24.0,2,3,29106,18.75,8,S,hola
438,0,1,9,male,64.0,1,4,19950,263.0,C23 C25 C27,S,hola
439,0,2,9,male,31.0,0,0,C.A. 18723,10.5,8,S,hola
440,1,2,9,female,45.0,1,1,F.C.C. 13529,26.25,8,S,hola
441,0,3,9,male,20.0,0,0,345769,9.5,8,S,hola
442,0,3,9,male,25.0,1,0,347076,7.775,8,S,hola
443,1,2,9,female,28.0,0,0,230434,13.0,8,S,hola
444,1,3,9,male,,0,0,65306,8.1125,8,S,hola
445,1,1,9,male,4.0,0,2,33638,81.8583,A34,S,hola
446,1,2,9,female,13.0,0,1,250644,19.5,8,S,hola
447,1,1,9,male,34.0,0,0,113794,26.55,8,S,hola
448,1,3,9,female,5.0,2,1,2666,19.2583,8,C,hola
449,1,1,9,male,52.0,0,0,113786,30.5,C104,S,hola
450,0,2,9,male,36.0,1,2,C.A. 34651,27.75,8,S,hola
451,0,3,9,male,,1,0,65303,19.9667,8,S,hola
452,0,1,9,male,30.0,0,0,113051,27.75,C111,C,hola
453,1,1,9,male,49.0,1,0,17453,89.1042,C92,C,hola
454,0,3,9,male,,0,0,A/5 2817,8.05,8,S,hola
455,1,3,9,male,29.0,0,0,349240,7.8958,8,C,hola
456,0,1,9,male,65.0,0,0,13509,26.55,E38,S,hola
457,1,1,9,female,,1,0,17464,51.8625,D21,S,hola
458,1,2,9,female,50.0,0,0,F.C.C. 13531,10.5,8,S,hola
459,0,3,9,male,,0,0,371060,7.75,8,Q,hola
460,1,1,9,male,48.0,0,0,19952,26.55,E12,S,hola
461,0,3,9,male,34.0,0,0,364506,8.05,8,S,hola
462,0,1,9,male,47.0,0,0,111320,38.5,E63,S,hola
463,0,2,9,male,48.0,0,0,234360,13.0,8,S,hola
464,0,3,9,male,,0,0,A/S 2816,8.05,8,S,hola
465,0,3,9,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,8,S,hola
466,0,2,9,male,,0,0,239853,0.0,8,S,hola
467,0,1,9,male,56.0,0,0,113792,26.55,8,S,hola
468,0,3,9,male,,0,0,36209,7.725,8,Q,hola
469,1,3,9,female,0.75,2,1,2666,19.2583,8,C,hola
470,0,3,9,male,,0,0,323592,7.25,8,S,hola
471,0,3,9,male,38.0,0,0,315089,8.6625,8,S,hola
472,1,2,9,female,33.0,1,2,C.A. 34651,27.75,8,S,hola
473,1,2,9,female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,hola
474,0,3,9,female,22.0,0,0,7553,9.8375,8,S,hola
475,0,1,9,male,,0,0,110465,52.0,A14,S,hola
476,0,2,9,male,34.0,1,0,31027,21.0,8,S,hola
477,0,3,9,male,29.0,1,0,3460,7.0458,8,S,hola
478,0,3,9,male,22.0,0,0,350060,7.5208,8,S,hola
479,1,3,9,female,2.0,0,1,3101298,12.2875,8,S,hola
480,0,3,9,male,9.0,5,2,CA 2144,46.9,8,S,hola
481,0,2,9,male,,0,0,239854,0.0,8,S,hola
482,0,3,9,male,50.0,0,0,A/5 3594,8.05,8,S,hola
483,1,3,9,female,63.0,0,0,4134,9.5875,8,S,hola
484,1,1,9,male,25.0,1,0,11967,91.0792,B49,C,hola
485,0,3,9,female,,3,1,4133,25.4667,8,S,hola
486,1,1,9,female,35.0,1,0,19943,90.0,C93,S,hola
487,0,1,9,male,58.0,0,0,11771,29.7,B37,C,hola
488,0,3,9,male,30.0,0,0,A.5. 18509,8.05,8,S,hola
489,1,3,9,male,9.0,1,1,C.A. 37671,15.9,8,S,hola
490,0,3,9,male,,1,0,65304,19.9667,8,S,hola
491,0,3,9,male,21.0,0,0,SOTON/OQ 3101317,7.25,8,S,hola
492,0,1,9,male,55.0,0,0,113787,30.5,C30,S,hola
493,0,1,9,male,71.0,0,0,PC 17609,49.5042,8,C,hola
494,0,3,9,male,21.0,0,0,A/4 45380,8.05,8,S,hola
495,0,3,9,male,,0,0,2627,14.4583,8,C,hola
496,1,1,9,female,54.0,1,0,36947,78.2667,D20,C,hola
497,0,3,9,male,,0,0,C.A. 6212,15.1,8,S,hola
498,0,1,9,female,25.0,1,2,113781,151.55,C22 C26,S,hola
499,0,3,9,male,24.0,0,0,350035,7.7958,8,S,hola
500,0,3,9,male,17.0,0,0,315086,8.6625,8,S,hola
501,0,3,9,female,21.0,0,0,364846,7.75,8,Q,hola
502,0,3,9,female,,0,0,330909,7.6292,8,Q,hola
503,0,3,9,female,37.0,0,0,4135,9.5875,8,S,hola
504,1,1,9,female,16.0,0,0,110152,86.5,B79,S,hola
505,0,1,9,male,18.0,1,0,PC 17758,108.9,C65,C,hola
506,1,2,9,female,33.0,0,2,26360,26.0,8,S,hola
507,1,1,9,male,,0,0,111427,26.55,8,S,hola
508,0,3,9,male,28.0,0,0,C 4001,22.525,8,S,hola
509,1,3,9,male,26.0,0,0,1601,56.4958,8,S,hola
510,1,3,9,male,29.0,0,0,382651,7.75,8,Q,hola
511,0,3,9,male,,0,0,SOTON/OQ 3101316,8.05,8,S,hola
512,1,1,9,male,36.0,0,0,PC 17473,26.2875,E25,S,hola
513,1,1,9,female,54.0,1,0,PC 17603,59.4,8,C,hola
514,0,3,9,male,24.0,0,0,349209,7.4958,8,S,hola
515,0,1,9,male,47.0,0,0,36967,34.0208,D46,S,hola
516,1,2,9,female,34.0,0,0,C.A. 34260,10.5,F33,S,hola
517,0,3,9,male,,0,0,371110,24.15,8,Q,hola
518,1,2,9,female,36.0,1,0,226875,26.0,8,S,hola
519,0,3,9,male,32.0,0,0,349242,7.8958,8,S,hola
520,1,1,9,female,30.0,0,0,12749,93.5,B73,S,hola
521,0,3,9,male,22.0,0,0,349252,7.8958,8,S,hola
522,0,3,9,male,,0,0,2624,7.225,8,C,hola
523,1,1,9,female,44.0,0,1,111361,57.9792,B18,C,hola
524,0,3,9,male,,0,0,2700,7.2292,8,C,hola
525,0,3,9,male,40.5,0,0,367232,7.75,8,Q,hola
526,1,2,9,female,50.0,0,0,W./C. 14258,10.5,8,S,hola
527,0,1,9,male,,0,0,PC 17483,221.7792,C95,S,hola
528,0,3,9,male,39.0,0,0,3101296,7.925,8,S,hola
529,0,2,9,male,23.0,2,1,29104,11.5,8,S,hola
530,1,2,9,female,2.0,1,1,26360,26.0,8,S,hola
531,0,3,9,male,,0,0,2641,7.2292,8,C,hola
532,0,3,9,male,17.0,1,1,2690,7.2292,8,C,hola
533,1,3,9,female,,0,2,2668,22.3583,8,C,hola
534,0,3,9,female,30.0,0,0,315084,8.6625,8,S,hola
535,1,2,9,female,7.0,0,2,F.C.C. 13529,26.25,8,S,hola
536,0,1,9,male,45.0,0,0,113050,26.55,B38,S,hola
537,1,1,9,female,30.0,0,0,PC 17761,106.425,8,C,hola
538,0,3,9,male,,0,0,364498,14.5,8,S,hola
539,1,1,9,female,22.0,0,2,13568,49.5,B39,C,hola
540,1,1,9,female,36.0,0,2,WE/P 5735,71.0,B22,S,hola
541,0,3,9,female,9.0,4,2,347082,31.275,8,S,hola
542,0,3,9,female,11.0,4,2,347082,31.275,8,S,hola
543,1,2,9,male,32.0,1,0,2908,26.0,8,S,hola
544,0,1,9,male,50.0,1,0,PC 17761,106.425,C86,C,hola
545,0,1,9,male,64.0,0,0,693,26.0,8,S,hola
546,1,2,9,female,19.0,1,0,2908,26.0,8,S,hola
547,1,2,9,male,,0,0,SC/PARIS 2146,13.8625,8,C,hola
548,0,3,9,male,33.0,1,1,363291,20.525,8,S,hola
549,1,2,9,male,8.0,1,1,C.A. 33112,36.75,8,S,hola
550,1,1,9,male,17.0,0,2,17421,110.8833,C70,C,hola
551,0,2,9,male,27.0,0,0,244358,26.0,8,S,hola
552,0,3,9,male,,0,0,330979,7.8292,8,Q,hola
553,1,3,9,male,22.0,0,0,2620,7.225,8,C,hola
554,1,3,9,female,22.0,0,0,347085,7.775,8,S,hola
555,0,1,9,male,62.0,0,0,113807,26.55,8,S,hola
556,1,1,9,female,48.0,1,0,11755,39.6,A16,C,hola
557,0,1,9,male,,0,0,PC 17757,227.525,8,C,hola
558,1,1,9,female,39.0,1,1,110413,79.65,E67,S,hola
559,1,3,9,female,36.0,1,0,345572,17.4,8,S,hola
560,0,3,9,male,,0,0,372622,7.75,8,Q,hola
561,0,3,9,male,40.0,0,0,349251,7.8958,8,S,hola
562,0,2,9,male,28.0,0,0,218629,13.5,8,S,hola
563,0,3,9,male,,0,0,SOTON/OQ 392082,8.05,8,S,hola
564,0,3,9,female,,0,0,SOTON/O.Q. 392087,8.05,8,S,hola
565,0,3,9,male,24.0,2,0,A/4 48871,24.15,8,S,hola
566,0,3,9,male,19.0,0,0,349205,7.8958,8,S,hola
567,0,3,9,female,29.0,0,4,349909,21.075,8,S,hola
568,0,3,9,male,,0,0,2686,7.2292,8,C,hola
569,1,3,9,male,32.0,0,0,350417,7.8542,8,S,hola
570,1,2,9,male,62.0,0,0,S.W./PP 752,10.5,8,S,hola
571,1,1,9,female,53.0,2,0,11769,51.4792,C101,S,hola
572,1,1,9,male,36.0,0,0,PC 17474,26.3875,E25,S,hola
573,1,3,9,female,,0,0,14312,7.75,8,Q,hola
574,0,3,9,male,16.0,0,0,A/4. 20589,8.05,8,S,hola
575,0,3,9,male,19.0,0,0,358585,14.5,8,S,hola
576,1,2,9,female,34.0,0,0,243880,13.0,8,S,hola
577,1,1,9,female,39.0,1,0,13507,55.9,E44,S,hola
578,0,3,9,female,,1,0,2689,14.4583,8,C,hola
579,1,3,9,male,32.0,0,0,STON/O 2. 3101286,7.925,8,S,hola
580,1,2,9,female,25.0,1,1,237789,30.0,8,S,hola
581,1,1,9,female,39.0,1,1,17421,110.8833,C68,C,hola
582,0,2,9,male,54.0,0,0,28403,26.0,8,S,hola
583,0,1,9,male,36.0,0,0,13049,40.125,A10,C,hola
584,0,3,9,male,,0,0,3411,8.7125,8,C,hola
585,1,1,9,female,18.0,0,2,110413,79.65,E68,S,hola
586,0,2,9,male,47.0,0,0,237565,15.0,8,S,hola
587,1,1,9,male,60.0,1,1,13567,79.2,B41,C,hola
588,0,3,9,male,22.0,0,0,14973,8.05,8,S,hola
589,0,3,9,male,,0,0,A./5. 3235,8.05,8,S,hola
590,0,3,9,male,35.0,0,0,STON/O 2. 3101273,7.125,8,S,hola
591,1,1,9,female,52.0,1,0,36947,78.2667,D20,C,hola
592,0,3,9,male,47.0,0,0,A/5 3902,7.25,8,S,hola
593,0,3,9,female,,0,2,364848,7.75,8,Q,hola
594,0,2,9,male,37.0,1,0,SC/AH 29037,26.0,8,S,hola
595,0,3,9,male,36.0,1,1,345773,24.15,8,S,hola
596,1,2,9,female,,0,0,248727,33.0,8,S,hola
597,0,3,9,male,49.0,0,0,LINE,0.0,8,S,hola
598,0,3,9,male,,0,0,2664,7.225,8,C,hola
599,1,1,9,male,49.0,1,0,PC 17485,56.9292,A20,C,hola
600,1,2,9,female,24.0,2,1,243847,27.0,8,S,hola
601,0,3,9,male,,0,0,349214,7.8958,8,S,hola
602,0,1,9,male,,0,0,113796,42.4,8,S,hola
603,0,3,9,male,44.0,0,0,364511,8.05,8,S,hola
604,1,1,9,male,35.0,0,0,111426,26.55,8,C,hola
605,0,3,9,male,36.0,1,0,349910,15.55,8,S,hola
606,0,3,9,male,30.0,0,0,349246,7.8958,8,S,hola
607,1,1,9,male,27.0,0,0,113804,30.5,8,S,hola
608,1,2,9,female,22.0,1,2,SC/Paris 2123,41.5792,8,C,hola
609,1,1,9,female,40.0,0,0,PC 17582,153.4625,C125,S,hola
610,0,3,9,female,39.0,1,5,347082,31.275,8,S,hola
611,0,3,9,male,,0,0,SOTON/O.Q. 3101305,7.05,8,S,hola
612,1,3,9,female,,1,0,367230,15.5,8,Q,hola
613,0,3,9,male,,0,0,370377,7.75,8,Q,hola
614,0,3,9,male,35.0,0,0,364512,8.05,8,S,hola
615,1,2,9,female,24.0,1,2,220845,65.0,8,S,hola
616,0,3,9,male,34.0,1,1,347080,14.4,8,S,hola
617,0,3,9,female,26.0,1,0,A/5. 3336,16.1,8,S,hola
618,1,2,9,female,4.0,2,1,230136,39.0,F4,S,hola
619,0,2,9,male,26.0,0,0,31028,10.5,8,S,hola
620,0,3,9,male,27.0,1,0,2659,14.4542,8,C,hola
621,1,1,9,male,42.0,1,0,11753,52.5542,D19,S,hola
622,1,3,9,male,20.0,1,1,2653,15.7417,8,C,hola
623,0,3,9,male,21.0,0,0,350029,7.8542,8,S,hola
624,0,3,9,male,21.0,0,0,54636,16.1,8,S,hola
625,0,1,9,male,61.0,0,0,36963,32.3208,D50,S,hola
626,0,2,9,male,57.0,0,0,219533,12.35,8,Q,hola
627,1,1,9,female,21.0,0,0,13502,77.9583,D9,S,hola
628,0,3,9,male,26.0,0,0,349224,7.8958,8,S,hola
629,0,3,9,male,,0,0,334912,7.7333,8,Q,hola
630,1,1,9,male,80.0,0,0,27042,30.0,A23,S,hola
631,0,3,9,male,51.0,0,0,347743,7.0542,8,S,hola
632,1,1,9,male,32.0,0,0,13214,30.5,B50,C,hola
633,0,1,9,male,,0,0,112052,0.0,8,S,hola
634,0,3,9,female,9.0,3,2,347088,27.9,8,S,hola
635,1,2,9,female,28.0,0,0,237668,13.0,8,S,hola
636,0,3,9,male,32.0,0,0,STON/O 2. 3101292,7.925,8,S,hola
637,0,2,9,male,31.0,1,1,C.A. 31921,26.25,8,S,hola
638,0,3,9,female,41.0,0,5,3101295,39.6875,8,S,hola
639,0,3,9,male,,1,0,376564,16.1,8,S,hola
640,0,3,9,male,20.0,0,0,350050,7.8542,8,S,hola
641,1,1,9,female,24.0,0,0,PC 17477,69.3,B35,C,hola
642,0,3,9,female,2.0,3,2,347088,27.9,8,S,hola
643,1,3,9,male,,0,0,1601,56.4958,8,S,hola
644,1,3,9,female,0.75,2,1,2666,19.2583,8,C,hola
645,1,1,9,male,48.0,1,0,PC 17572,76.7292,D33,C,hola
646,0,3,9,male,19.0,0,0,349231,7.8958,8,S,hola
647,1,1,9,male,56.0,0,0,13213,35.5,A26,C,hola
648,0,3,9,male,,0,0,S.O./P.P. 751,7.55,8,S,hola
649,1,3,9,female,23.0,0,0,CA. 2314,7.55,8,S,hola
650,0,3,9,male,,0,0,349221,7.8958,8,S,hola
651,1,2,9,female,18.0,0,1,231919,23.0,8,S,hola
652,0,3,9,male,21.0,0,0,8475,8.4333,8,S,hola
653,1,3,9,female,,0,0,330919,7.8292,8,Q,hola
654,0,3,9,female,18.0,0,0,365226,6.75,8,Q,hola
655,0,2,9,male,24.0,2,0,S.O.C. 14879,73.5,8,S,hola
656,0,3,9,male,,0,0,349223,7.8958,8,S,hola
657,0,3,9,female,32.0,1,1,364849,15.5,8,Q,hola
658,0,2,9,male,23.0,0,0,29751,13.0,8,S,hola
659,0,1,9,male,58.0,0,2,35273,113.275,D48,C,hola
660,1,1,9,male,50.0,2,0,PC 17611,133.65,8,S,hola
661,0,3,9,male,40.0,0,0,2623,7.225,8,C,hola
662,0,1,9,male,47.0,0,0,5727,25.5875,E58,S,hola
663,0,3,9,male,36.0,0,0,349210,7.4958,8,S,hola
664,1,3,9,male,20.0,1,0,STON/O 2. 3101285,7.925,8,S,hola
665,0,2,9,male,32.0,2,0,S.O.C. 14879,73.5,8,S,hola
666,0,2,9,male,25.0,0,0,234686,13.0,8,S,hola
667,0,3,9,male,,0,0,312993,7.775,8,S,hola
668,0,3,9,male,43.0,0,0,A/5 3536,8.05,8,S,hola
669,1,1,9,female,,1,0,19996,52.0,C126,S,hola
670,1,2,9,female,40.0,1,1,29750,39.0,8,S,hola
671,0,1,9,male,31.0,1,0,F.C. 12750,52.0,B71,S,hola
672,0,2,9,male,70.0,0,0,C.A. 24580,10.5,8,S,hola
673,1,2,9,male,31.0,0,0,244270,13.0,8,S,hola
674,0,2,9,male,,0,0,239856,0.0,8,S,hola
675,0,3,9,male,18.0,0,0,349912,7.775,8,S,hola
676,0,3,9,male,24.5,0,0,342826,8.05,8,S,hola
677,1,3,9,female,18.0,0,0,4138,9.8417,8,S,hola
678,0,3,9,female,43.0,1,6,CA 2144,46.9,8,S,hola
679,1,1,9,male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,hola
680,0,3,9,female,,0,0,330935,8.1375,8,Q,hola
681,1,1,9,male,27.0,0,0,PC 17572,76.7292,D49,C,hola
682,0,3,9,male,20.0,0,0,6563,9.225,8,S,hola
683,0,3,9,male,14.0,5,2,CA 2144,46.9,8,S,hola
684,0,2,9,male,60.0,1,1,29750,39.0,8,S,hola
685,0,2,9,male,25.0,1,2,SC/Paris 2123,41.5792,8,C,hola
686,0,3,9,male,14.0,4,1,3101295,39.6875,8,S,hola
687,0,3,9,male,19.0,0,0,349228,10.1708,8,S,hola
688,0,3,9,male,18.0,0,0,350036,7.7958,8,S,hola
689,1,1,9,female,15.0,0,1,24160,211.3375,B5,S,hola
690,1,1,9,male,31.0,1,0,17474,57.0,B20,S,hola
691,1,3,9,female,4.0,0,1,349256,13.4167,8,C,hola
692,1,3,9,male,,0,0,1601,56.4958,8,S,hola
693,0,3,9,male,25.0,0,0,2672,7.225,8,C,hola
694,0,1,9,male,60.0,0,0,113800,26.55,8,S,hola
695,0,2,9,male,52.0,0,0,248731,13.5,8,S,hola
696,0,3,9,male,44.0,0,0,363592,8.05,8,S,hola
697,1,3,9,female,,0,0,35852,7.7333,8,Q,hola
698,0,1,9,male,49.0,1,1,17421,110.8833,C68,C,hola
699,0,3,9,male,42.0,0,0,348121,7.65,F G63,S,hola
700,1,1,9,female,18.0,1,0,PC 17757,227.525,C62 C64,C,hola
701,1,1,9,male,35.0,0,0,PC 17475,26.2875,E24,S,hola
702,0,3,9,female,18.0,0,1,2691,14.4542,8,C,hola
703,0,3,9,male,25.0,0,0,36864,7.7417,8,Q,hola
704,0,3,9,male,26.0,1,0,350025,7.8542,8,S,hola
705,0,2,9,male,39.0,0,0,250655,26.0,8,S,hola
706,1,2,9,female,45.0,0,0,223596,13.5,8,S,hola
707,1,1,9,male,42.0,0,0,PC 17476,26.2875,E24,S,hola
708,1,1,9,female,22.0,0,0,113781,151.55,8,S,hola
709,1,3,9,male,,1,1,2661,15.2458,8,C,hola
710,1,1,9,female,24.0,0,0,PC 17482,49.5042,C90,C,hola
711,0,1,9,male,,0,0,113028,26.55,C124,S,hola
712,1,1,9,male,48.0,1,0,19996,52.0,C126,S,hola
713,0,3,9,male,29.0,0,0,7545,9.4833,8,S,hola
714,0,2,9,male,52.0,0,0,250647,13.0,8,S,hola
715,0,3,9,male,19.0,0,0,348124,7.65,F G73,S,hola
716,1,1,9,female,38.0,0,0,PC 17757,227.525,C45,C,hola
717,1,2,9,female,27.0,0,0,34218,10.5,E101,S,hola
718,0,3,9,male,,0,0,36568,15.5,8,Q,hola
719,0,3,9,male,33.0,0,0,347062,7.775,8,S,hola
720,1,2,9,female,6.0,0,1,248727,33.0,8,S,hola
721,0,3,9,male,17.0,1,0,350048,7.0542,8,S,hola
722,0,2,9,male,34.0,0,0,12233,13.0,8,S,hola
723,0,2,9,male,50.0,0,0,250643,13.0,8,S,hola
724,1,1,9,male,27.0,1,0,113806,53.1,E8,S,hola
725,0,3,9,male,20.0,0,0,315094,8.6625,8,S,hola
726,1,2,9,female,30.0,3,0,31027,21.0,8,S,hola
727,1,3,9,female,,0,0,36866,7.7375,8,Q,hola
728,0,2,9,male,25.0,1,0,236853,26.0,8,S,hola
729,0,3,9,female,25.0,1,0,STON/O2. 3101271,7.925,8,S,hola
730,1,1,9,female,29.0,0,0,24160,211.3375,B5,S,hola
731,0,3,9,male,11.0,0,0,2699,18.7875,8,C,hola
732,0,2,9,male,,0,0,239855,0.0,8,S,hola
733,0,2,9,male,23.0,0,0,28425,13.0,8,S,hola
734,0,2,9,male,23.0,0,0,233639,13.0,8,S,hola
735,0,3,9,male,28.5,0,0,54636,16.1,8,S,hola
736,0,3,9,female,48.0,1,3,W./C. 6608,34.375,8,S,hola
737,1,1,9,male,35.0,0,0,PC 17755,512.3292,B101,C,hola
738,0,3,9,male,,0,0,349201,7.8958,8,S,hola
739,0,3,9,male,,0,0,349218,7.8958,8,S,hola
740,1,1,9,male,,0,0,16988,30.0,D45,S,hola
741,0,1,9,male,36.0,1,0,19877,78.85,C46,S,hola
742,1,1,9,female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,hola
743,0,3,9,male,24.0,1,0,376566,16.1,8,S,hola
744,1,3,9,male,31.0,0,0,STON/O 2. 3101288,7.925,8,S,hola
745,0,1,9,male,70.0,1,1,WE/P 5735,71.0,B22,S,hola
746,0,3,9,male,16.0,1,1,C.A. 2673,20.25,8,S,hola
747,1,2,9,female,30.0,0,0,250648,13.0,8,S,hola
748,0,1,9,male,19.0,1,0,113773,53.1,D30,S,hola
749,0,3,9,male,31.0,0,0,335097,7.75,8,Q,hola
750,1,2,9,female,4.0,1,1,29103,23.0,8,S,hola
751,1,3,9,male,6.0,0,1,392096,12.475,E121,S,hola
752,0,3,9,male,33.0,0,0,345780,9.5,8,S,hola
753,0,3,9,male,23.0,0,0,349204,7.8958,8,S,hola
754,1,2,9,female,48.0,1,2,220845,65.0,8,S,hola
755,1,2,9,male,0.67,1,1,250649,14.5,8,S,hola
756,0,3,9,male,28.0,0,0,350042,7.7958,8,S,hola
757,0,2,9,male,18.0,0,0,29108,11.5,8,S,hola
758,0,3,9,male,34.0,0,0,363294,8.05,8,S,hola
759,1,1,9,female,33.0,0,0,110152,86.5,B77,S,hola
760,0,3,9,male,,0,0,358585,14.5,8,S,hola
761,0,3,9,male,41.0,0,0,SOTON/O2 3101272,7.125,8,S,hola
762,1,3,9,male,20.0,0,0,2663,7.2292,8,C,hola
763,1,1,9,female,36.0,1,2,113760,120.0,B96 B98,S,hola
764,0,3,9,male,16.0,0,0,347074,7.775,8,S,hola
765,1,1,9,female,51.0,1,0,13502,77.9583,D11,S,hola
766,0,1,9,male,,0,0,112379,39.6,8,C,hola
767,0,3,9,female,30.5,0,0,364850,7.75,8,Q,hola
768,0,3,9,male,,1,0,371110,24.15,8,Q,hola
769,0,3,9,male,32.0,0,0,8471,8.3625,8,S,hola
770,0,3,9,male,24.0,0,0,345781,9.5,8,S,hola
771,0,3,9,male,48.0,0,0,350047,7.8542,8,S,hola
772,0,2,9,female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,hola
773,0,3,9,male,,0,0,2674,7.225,8,C,hola
774,1,2,9,female,54.0,1,3,29105,23.0,8,S,hola
775,0,3,9,male,18.0,0,0,347078,7.75,8,S,hola
776,0,3,9,male,,0,0,383121,7.75,F38,Q,hola
777,1,3,9,female,5.0,0,0,364516,12.475,8,S,hola
778,0,3,9,male,,0,0,36865,7.7375,8,Q,hola
779,1,1,9,female,43.0,0,1,24160,211.3375,B3,S,hola
780,1,3,9,female,13.0,0,0,2687,7.2292,8,C,hola
781,1,1,9,female,17.0,1,0,17474,57.0,B20,S,hola
782,0,1,9,male,29.0,0,0,113501,30.0,D6,S,hola
783,0,3,9,male,,1,2,W./C. 6607,23.45,8,S,hola
784,0,3,9,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,8,S,hola
785,0,3,9,male,25.0,0,0,374887,7.25,8,S,hola
786,1,3,9,female,18.0,0,0,3101265,7.4958,8,S,hola
787,0,3,9,male,8.0,4,1,382652,29.125,8,Q,hola
788,1,3,9,male,1.0,1,2,C.A. 2315,20.575,8,S,hola
789,0,1,9,male,46.0,0,0,PC 17593,79.2,B82 B84,C,hola
790,0,3,9,male,,0,0,12460,7.75,8,Q,hola
791,0,2,9,male,16.0,0,0,239865,26.0,8,S,hola
792,0,3,9,female,,8,2,CA. 2343,69.55,8,S,hola
793,0,1,9,male,,0,0,PC 17600,30.6958,8,C,hola
794,0,3,9,male,25.0,0,0,349203,7.8958,8,S,hola
795,0,2,9,male,39.0,0,0,28213,13.0,8,S,hola
796,1,1,9,female,49.0,0,0,17465,25.9292,D17,S,hola
797,1,3,9,female,31.0,0,0,349244,8.6833,8,S,hola
798,0,3,9,male,30.0,0,0,2685,7.2292,8,C,hola
799,0,3,9,female,30.0,1,1,345773,24.15,8,S,hola
800,0,2,9,male,34.0,0,0,250647,13.0,8,S,hola
801,1,2,9,female,31.0,1,1,C.A. 31921,26.25,8,S,hola
802,1,1,9,male,11.0,1,2,113760,120.0,B96 B98,S,hola
803,1,3,9,male,0.42,0,1,2625,8.5167,8,C,hola
804,1,3,9,male,27.0,0,0,347089,6.975,8,S,hola
805,0,3,9,male,31.0,0,0,347063,7.775,8,S,hola
806,0,1,9,male,39.0,0,0,112050,0.0,A36,S,hola
807,0,3,9,female,18.0,0,0,347087,7.775,8,S,hola
808,0,2,9,male,39.0,0,0,248723,13.0,8,S,hola
809,1,1,9,female,33.0,1,0,113806,53.1,E8,S,hola
810,0,3,9,male,26.0,0,0,3474,7.8875,8,S,hola
811,0,3,9,male,39.0,0,0,A/4 48871,24.15,8,S,hola
812,0,2,9,male,35.0,0,0,28206,10.5,8,S,hola
813,0,3,9,female,6.0,4,2,347082,31.275,8,S,hola
814,0,3,9,male,30.5,0,0,364499,8.05,8,S,hola
815,0,1,9,male,,0,0,112058,0.0,B102,S,hola
816,0,3,9,female,23.0,0,0,STON/O2. 3101290,7.925,8,S,hola
817,0,2,9,male,31.0,1,1,S.C./PARIS 2079,37.0042,8,C,hola
818,0,3,9,male,43.0,0,0,C 7075,6.45,8,S,hola
819,0,3,9,male,10.0,3,2,347088,27.9,8,S,hola
820,1,1,9,female,52.0,1,1,12749,93.5,B69,S,hola
821,1,3,9,male,27.0,0,0,315098,8.6625,8,S,hola
822,0,1,9,male,38.0,0,0,19972,0.0,8,S,hola
823,1,3,9,female,27.0,0,1,392096,12.475,E121,S,hola
824,0,3,9,male,2.0,4,1,3101295,39.6875,8,S,hola
825,0,3,9,male,,0,0,368323,6.95,8,Q,hola
826,0,3,9,male,,0,0,1601,56.4958,8,S,hola
827,1,2,9,male,1.0,0,2,S.C./PARIS 2079,37.0042,8,C,hola
828,1,3,9,male,,0,0,367228,7.75,8,Q,hola
829,1,1,9,female,62.0,0,0,113572,80.0,B28,,hola
830,1,3,9,female,15.0,1,0,2659,14.4542,8,C,hola
831,1,2,9,male,0.83,1,1,29106,18.75,8,S,hola
832,0,3,9,male,,0,0,2671,7.2292,8,C,hola
833,0,3,9,male,23.0,0,0,347468,7.8542,8,S,hola
